Ticker,Model,Horizon,MAE_Spread,N_Rows
NESTLE,Linear Regression,20,130.0,212
NETSOL,Linear Regression,20,2.81,246
NML,Linear Regression,20,1.26,246
OGDC,Linear Regression,20,2.77,246
PABC,Linear Regression,20,1.56,246
PAEL,Linear Regression,20,0.59,246
PAKT,Linear Regression,20,26.21,221
PGLC,Linear Regression,20,0.42,224
PIBTL,Linear Regression,20,0.15,246
PIOC,Linear Regression,20,3.58,246
PKGS,Linear Regression,20,8.83,245
POL,Linear Regression,20,5.49,246
POWER,Linear Regression,20,0.15,246
PPL,Linear Regression,20,2.28,246
PSEL,Linear Regression,20,36.54,200
PSO,Linear Regression,20,3.81,246
PSX,Linear Regression,20,0.38,246
PTC,Linear Regression,20,0.45,246
RMPL,Linear Regression,20,141.4,212
SAZEW,Linear Regression,20,18.09,246
SCBPL,Linear Regression,20,1.02,246
SEARL,Linear Regression,20,1.55,246
SHFA,Linear Regression,20,5.47,236
SNGP,Linear Regression,20,1.37,246
SRVI,Linear Regression,20,22.74,246
SSGC,Linear Regression,20,0.47,246
SSOM,Linear Regression,20,2.57,167
SYS,Linear Regression,20,7.1,246
TGL,Linear Regression,20,2.02,246
THALL,Linear Regression,20,10.5,239
TRG,Linear Regression,20,1.27,246
UBL,Linear Regression,20,3.41,246
UNITY,Linear Regression,20,0.47,246
UPFL,Linear Regression,20,676.93,207
YOUW,Linear Regression,20,0.13,246
ABL,Random Forest,20,1.73,241
ABOT,Random Forest,20,18.06,244
AGP,Random Forest,20,2.43,246
AHCL,Random Forest,20,1.22,245
AICL,Random Forest,20,0.77,245
AIRLINK,Random Forest,20,3.42,246
AKBL,Random Forest,20,0.64,246
APL,Random Forest,20,6.5,246
ATLH,Random Forest,20,10.84,238
ATRL,Random Forest,20,11.6,246
BAFL,Random Forest,20,1.22,246
BAHL,Random Forest,20,1.94,246
BNWM,Random Forest,20,0.94,222
BOP,Random Forest,20,0.15,246
BWCL,Random Forest,20,4.6,245
CHCC,Random Forest,20,4.32,246
CNERGY,Random Forest,20,0.14,246
COLG,Random Forest,20,21.48,246
CPHL,Random Forest,20,0.99,246
DGKC,Random Forest,20,1.79,246
EFERT,Random Forest,20,2.59,246
ENGROH,Random Forest,20,3.3,246
FABL,Random Forest,20,0.87,246
FATIMA,Random Forest,20,0.95,246
FCCL,Random Forest,20,0.6,246
FFC,Random Forest,20,3.96,246
FFL,Random Forest,20,0.24,246
GADT,Random Forest,20,4.66,210
GAL,Random Forest,20,6.82,246
GHGL,Random Forest,20,0.44,246
GHNI,Random Forest,20,10.22,246
GLAXO,Random Forest,20,5.07,246
HALEON,Random Forest,20,11.67,245
HBL,Random Forest,20,2.03,246
HCAR,Random Forest,20,6.19,246
HINOON,Random Forest,20,13.2,246
HMB,Random Forest,20,1.36,245
HUBC,Random Forest,20,2.5,246
HUMNL,Random Forest,20,0.3,246
IBFL,Random Forest,20,11.07,175
ILP,Random Forest,20,1.21,246
INDU,Random Forest,20,29.13,246
INIL,Random Forest,20,3.63,246
ISL,Random Forest,20,1.61,246
JDWS,Random Forest,20,19.99,211
JVDC,Random Forest,20,0.96,222
KAPCO,Random Forest,20,0.41,246
KEL,Random Forest,20,0.14,246
KOHC,Random Forest,20,6.5,246
KTML,Random Forest,20,3.37,220
LCI,Random Forest,20,17.31,245
LOTCHEM,Random Forest,20,0.33,246
LUCK,Random Forest,20,13.82,246
MARI,Random Forest,20,47.34,246
MCB,Random Forest,20,3.38,246
MEBL,Random Forest,20,3.64,246
MEHT,Random Forest,20,31.31,137
MLCF,Random Forest,20,0.8,246
MTL,Random Forest,20,8.52,246
MUREB,Random Forest,20,9.03,246
NATF,Random Forest,20,2.97,246
NBP,Random Forest,20,1.21,246
NESTLE,Random Forest,20,183.34,212
NETSOL,Random Forest,20,3.03,246
NML,Random Forest,20,1.39,246
OGDC,Random Forest,20,3.13,246
PABC,Random Forest,20,1.89,246
PAEL,Random Forest,20,0.72,246
PAKT,Random Forest,20,32.85,221
PGLC,Random Forest,20,0.49,224
PIBTL,Random Forest,20,0.17,246
PIOC,Random Forest,20,3.85,246
PKGS,Random Forest,20,9.57,245
POL,Random Forest,20,6.5,246
POWER,Random Forest,20,0.17,246
PPL,Random Forest,20,2.67,246
PSEL,Random Forest,20,36.78,200
PSO,Random Forest,20,4.34,246
PSX,Random Forest,20,0.42,246
PTC,Random Forest,20,0.5,246
RMPL,Random Forest,20,217.96,212
SAZEW,Random Forest,20,21.15,246
SCBPL,Random Forest,20,1.23,246
SEARL,Random Forest,20,1.67,246
SHFA,Random Forest,20,7.43,236
SNGP,Random Forest,20,1.43,246
SRVI,Random Forest,20,27.93,246
SSGC,Random Forest,20,0.51,246
SSOM,Random Forest,20,3.0,167
SYS,Random Forest,20,7.71,246
TGL,Random Forest,20,2.45,246
THALL,Random Forest,20,12.67,239
TRG,Random Forest,20,1.45,246
UBL,Random Forest,20,3.85,246
UNITY,Random Forest,20,0.62,246
UPFL,Random Forest,20,814.48,207
YOUW,Random Forest,20,0.17,246
ABL,XGBoost,20,2.07,241
ABOT,XGBoost,20,21.69,244
AGP,XGBoost,20,2.57,246
AHCL,XGBoost,20,1.29,245
AICL,XGBoost,20,0.75,245
AIRLINK,XGBoost,20,4.18,246
AKBL,XGBoost,20,0.69,246
APL,XGBoost,20,6.94,246
ATLH,XGBoost,20,14.67,238
ATRL,XGBoost,20,16.15,246
BAFL,XGBoost,20,1.14,246
BAHL,XGBoost,20,1.91,246
BNWM,XGBoost,20,0.93,222
BOP,XGBoost,20,0.16,246
BWCL,XGBoost,20,4.81,245
CHCC,XGBoost,20,4.31,246
CNERGY,XGBoost,20,0.14,246
COLG,XGBoost,20,21.38,246
CPHL,XGBoost,20,1.02,246
DGKC,XGBoost,20,1.79,246
EFERT,XGBoost,20,2.71,246
ENGROH,XGBoost,20,3.17,246
FABL,XGBoost,20,0.88,246
FATIMA,XGBoost,20,1.05,246
FCCL,XGBoost,20,0.6,246
FFC,XGBoost,20,4.74,246
FFL,XGBoost,20,0.24,246
GADT,XGBoost,20,4.47,210
GAL,XGBoost,20,7.5,246
GHGL,XGBoost,20,0.45,246
GHNI,XGBoost,20,10.95,246
GLAXO,XGBoost,20,5.29,246
HALEON,XGBoost,20,12.51,245
HBL,XGBoost,20,2.14,246
HCAR,XGBoost,20,6.88,246
HINOON,XGBoost,20,12.52,246
HMB,XGBoost,20,1.31,245
HUBC,XGBoost,20,2.48,246
HUMNL,XGBoost,20,0.3,246
IBFL,XGBoost,20,9.58,175
ILP,XGBoost,20,1.18,246
INDU,XGBoost,20,26.72,246
INIL,XGBoost,20,3.62,246
ISL,XGBoost,20,1.65,246
JDWS,XGBoost,20,19.98,211
JVDC,XGBoost,20,1.06,222
KAPCO,XGBoost,20,0.45,246
KEL,XGBoost,20,0.13,246
KOHC,XGBoost,20,6.96,246
KTML,XGBoost,20,3.52,220
LCI,XGBoost,20,19.79,245
LOTCHEM,XGBoost,20,0.34,246
LUCK,XGBoost,20,13.24,246
MARI,XGBoost,20,62.67,246
MCB,XGBoost,20,3.51,246
MEBL,XGBoost,20,3.41,246
MEHT,XGBoost,20,35.94,137
MLCF,XGBoost,20,0.8,246
MTL,XGBoost,20,8.8,246
MUREB,XGBoost,20,9.41,246
NATF,XGBoost,20,3.01,246
NBP,XGBoost,20,1.22,246
NESTLE,XGBoost,20,138.69,212
NETSOL,XGBoost,20,2.97,246
NML,XGBoost,20,1.46,246
OGDC,XGBoost,20,3.28,246
PABC,XGBoost,20,1.69,246
PAEL,XGBoost,20,0.68,246
PAKT,XGBoost,20,33.75,221
PGLC,XGBoost,20,0.53,224
PIBTL,XGBoost,20,0.16,246
PIOC,XGBoost,20,3.72,246
PKGS,XGBoost,20,9.78,245
POL,XGBoost,20,5.77,246
POWER,XGBoost,20,0.17,246
PPL,XGBoost,20,2.55,246
PSEL,XGBoost,20,45.55,200
PSO,XGBoost,20,4.53,246
PSX,XGBoost,20,0.42,246
PTC,XGBoost,20,0.51,246
RMPL,XGBoost,20,215.89,212
SAZEW,XGBoost,20,26.9,246
SCBPL,XGBoost,20,1.35,246
SEARL,XGBoost,20,1.64,246
SHFA,XGBoost,20,7.35,236
SNGP,XGBoost,20,1.52,246
SRVI,XGBoost,20,30.7,246
SSGC,XGBoost,20,0.56,246
SSOM,XGBoost,20,3.2,167
SYS,XGBoost,20,7.77,246
TGL,XGBoost,20,2.14,246
THALL,XGBoost,20,13.07,239
TRG,XGBoost,20,1.42,246
UBL,XGBoost,20,4.34,246
UNITY,XGBoost,20,0.63,246
UPFL,XGBoost,20,577.16,207
YOUW,XGBoost,20,0.16,246
ABL,LSTM,20,3.01,211
ABOT,LSTM,20,23.04,214
AGP,LSTM,20,4.01,216
AHCL,LSTM,20,1.7,215
AICL,LSTM,20,0.98,215
AIRLINK,LSTM,20,6.82,216
AKBL,LSTM,20,1.2,216
APL,LSTM,20,9.87,216
ATLH,LSTM,20,14.35,208
ATRL,LSTM,20,13.7,216
BAFL,LSTM,20,2.32,216
BAHL,LSTM,20,3.34,216
BNWM,LSTM,20,1.37,192
BOP,LSTM,20,0.32,216
BWCL,LSTM,20,5.38,215
CHCC,LSTM,20,4.97,216
CNERGY,LSTM,20,0.25,216
COLG,LSTM,20,19.82,216
CPHL,LSTM,20,1.39,216
DGKC,LSTM,20,2.97,216
EFERT,LSTM,20,4.82,216
ENGROH,LSTM,20,4.85,216
FABL,LSTM,20,1.63,216
FATIMA,LSTM,20,1.91,216
FCCL,LSTM,20,1.2,216
FFC,LSTM,20,6.84,216
FFL,LSTM,20,0.52,216
GADT,LSTM,20,5.73,180
GAL,LSTM,20,13.79,216
GHGL,LSTM,20,0.68,216
GHNI,LSTM,20,17.77,216
GLAXO,LSTM,20,7.76,216
HALEON,LSTM,20,15.81,215
HBL,LSTM,20,3.68,216
HCAR,LSTM,20,8.32,216
HINOON,LSTM,20,18.46,216
HMB,LSTM,20,2.14,215
HUBC,LSTM,20,3.28,216
HUMNL,LSTM,20,0.47,216
IBFL,LSTM,20,13.61,145
ILP,LSTM,20,2.64,216
INDU,LSTM,20,36.18,216
INIL,LSTM,20,5.96,216
ISL,LSTM,20,2.57,216
JDWS,LSTM,20,26.96,181
JVDC,LSTM,20,1.51,192
KAPCO,LSTM,20,0.8,216
KEL,LSTM,20,0.31,216
KOHC,LSTM,20,8.38,216
KTML,LSTM,20,6.59,190
LCI,LSTM,20,30.21,215
LOTCHEM,LSTM,20,0.4,216
LUCK,LSTM,20,21.07,216
MARI,LSTM,20,42.97,216
MCB,LSTM,20,5.44,216
MEBL,LSTM,20,5.18,216
MEHT,LSTM,20,40.33,107
MLCF,LSTM,20,1.25,216
MTL,LSTM,20,11.16,216
MUREB,LSTM,20,11.23,216
NATF,LSTM,20,4.64,216
NBP,LSTM,20,2.24,216
NESTLE,LSTM,20,237.68,182
NETSOL,LSTM,20,5.56,216
NML,LSTM,20,2.52,216
OGDC,LSTM,20,6.29,216
PABC,LSTM,20,3.17,216
PAEL,LSTM,20,1.15,216
PAKT,LSTM,20,34.64,191
PGLC,LSTM,20,0.61,194
PIBTL,LSTM,20,0.28,216
PIOC,LSTM,20,7.08,216
PKGS,LSTM,20,13.01,215
POL,LSTM,20,8.57,216
POWER,LSTM,20,0.31,216
PPL,LSTM,20,3.9,216
PSEL,LSTM,20,58.25,170
PSO,LSTM,20,8.05,216
PSX,LSTM,20,0.68,216
PTC,LSTM,20,0.81,216
RMPL,LSTM,20,246.05,182
SAZEW,LSTM,20,54.21,216
SCBPL,LSTM,20,2.61,216
SEARL,LSTM,20,2.67,216
SHFA,LSTM,20,8.13,206
SNGP,LSTM,20,2.86,216
SRVI,LSTM,20,40.2,216
SSGC,LSTM,20,1.04,216
SSOM,LSTM,20,5.15,137
SYS,LSTM,20,11.08,216
TGL,LSTM,20,4.59,216
THALL,LSTM,20,20.06,209
TRG,LSTM,20,2.16,216
UBL,LSTM,20,5.64,216
UNITY,LSTM,20,1.24,216
UPFL,LSTM,20,576.38,177
YOUW,LSTM,20,0.36,216
ABL,GRU,20,2.04,211
ABOT,GRU,20,17.91,214
AGP,GRU,20,2.51,216
AHCL,GRU,20,1.26,215
AICL,GRU,20,0.74,215
AIRLINK,GRU,20,3.18,216
AKBL,GRU,20,0.64,216
APL,GRU,20,6.27,216
ATLH,GRU,20,11.35,208
ATRL,GRU,20,9.17,216
BAFL,GRU,20,1.21,216
BAHL,GRU,20,1.98,216
BNWM,GRU,20,0.9,192
BOP,GRU,20,0.15,216
BWCL,GRU,20,4.67,215
CHCC,GRU,20,4.12,216
CNERGY,GRU,20,0.14,216
COLG,GRU,20,15.36,216
CPHL,GRU,20,1.04,216
DGKC,GRU,20,1.65,216
EFERT,GRU,20,2.76,216
ENGROH,GRU,20,3.21,216
FABL,GRU,20,0.87,216
FATIMA,GRU,20,1.06,216
FCCL,GRU,20,0.58,216
FFC,GRU,20,4.6,216
FFL,GRU,20,0.24,216
GADT,GRU,20,4.58,180
GAL,GRU,20,7.67,216
GHGL,GRU,20,0.43,216
GHNI,GRU,20,10.62,216
GLAXO,GRU,20,5.49,216
HALEON,GRU,20,13.33,215
HBL,GRU,20,2.13,216
HCAR,GRU,20,6.26,216
HINOON,GRU,20,12.92,216
HMB,GRU,20,1.4,215
HUBC,GRU,20,2.43,216
HUMNL,GRU,20,0.29,216
IBFL,GRU,20,7.11,145
ILP,GRU,20,1.24,216
INDU,GRU,20,25.54,216
INIL,GRU,20,3.61,216
ISL,GRU,20,1.62,216
JDWS,GRU,20,19.96,181
JVDC,GRU,20,0.98,192
KAPCO,GRU,20,0.42,216
KEL,GRU,20,0.13,216
KOHC,GRU,20,6.58,216
KTML,GRU,20,3.54,190
LCI,GRU,20,18.12,215
LOTCHEM,GRU,20,0.32,216
LUCK,GRU,20,13.51,216
MARI,GRU,20,42.3,216
MCB,GRU,20,3.41,216
MEBL,GRU,20,3.42,216
MEHT,GRU,20,26.34,107
MLCF,GRU,20,0.81,216
MTL,GRU,20,8.18,216
MUREB,GRU,20,9.14,216
NATF,GRU,20,3.0,216
NBP,GRU,20,1.26,216
NESTLE,GRU,20,171.75,182
NETSOL,GRU,20,2.83,216
NML,GRU,20,1.41,216
OGDC,GRU,20,3.05,216
PABC,GRU,20,1.67,216
PAEL,GRU,20,0.66,216
PAKT,GRU,20,29.15,191
PGLC,GRU,20,0.47,194
PIBTL,GRU,20,0.16,216
PIOC,GRU,20,3.99,216
PKGS,GRU,20,11.09,215
POL,GRU,20,6.22,216
POWER,GRU,20,0.18,216
PPL,GRU,20,2.52,216
PSEL,GRU,20,38.31,170
PSO,GRU,20,4.42,216
PSX,GRU,20,0.42,216
PTC,GRU,20,0.49,216
RMPL,GRU,20,223.49,182
SAZEW,GRU,20,23.44,216
SCBPL,GRU,20,1.17,216
SEARL,GRU,20,1.68,216
SHFA,GRU,20,6.57,206
SNGP,GRU,20,1.55,216
SRVI,GRU,20,27.41,216
SSGC,GRU,20,0.54,216
SSOM,GRU,20,2.75,137
SYS,GRU,20,7.75,216
TGL,GRU,20,2.22,216
THALL,GRU,20,11.36,209
TRG,GRU,20,1.3,216
UBL,GRU,20,3.84,216
UNITY,GRU,20,0.5,216
UPFL,GRU,20,960.96,177
YOUW,GRU,20,0.14,216
ABL,Linear Regression,60,1.82,241
ABOT,Linear Regression,60,18.1,244
AGP,Linear Regression,60,2.36,246
AHCL,Linear Regression,60,1.29,245
AICL,Linear Regression,60,0.76,245
AIRLINK,Linear Regression,60,2.92,246
AKBL,Linear Regression,60,0.65,246
APL,Linear Regression,60,5.81,246
ATLH,Linear Regression,60,11.14,238
ATRL,Linear Regression,60,9.42,246
BAFL,Linear Regression,60,1.16,246
BAHL,Linear Regression,60,1.79,246
BNWM,Linear Regression,60,0.86,222
BOP,Linear Regression,60,0.15,246
BWCL,Linear Regression,60,4.17,245
CHCC,Linear Regression,60,4.18,246
CNERGY,Linear Regression,60,0.13,246
COLG,Linear Regression,60,13.54,246
CPHL,Linear Regression,60,1.24,246
DGKC,Linear Regression,60,1.75,246
EFERT,Linear Regression,60,2.35,246
ENGROH,Linear Regression,60,3.1,246
FABL,Linear Regression,60,0.78,246
FATIMA,Linear Regression,60,0.99,246
FCCL,Linear Regression,60,0.64,246
FFC,Linear Regression,60,4.03,246
FFL,Linear Regression,60,0.22,246
GADT,Linear Regression,60,4.59,210
GAL,Linear Regression,60,7.83,246
GHGL,Linear Regression,60,0.45,246
GHNI,Linear Regression,60,10.86,246
GLAXO,Linear Regression,60,5.35,246
HALEON,Linear Regression,60,12.21,245
HBL,Linear Regression,60,1.95,246
HCAR,Linear Regression,60,5.69,246
HINOON,Linear Regression,60,12.28,246
HMB,Linear Regression,60,1.26,245
HUBC,Linear Regression,60,2.07,246
HUMNL,Linear Regression,60,0.29,246
IBFL,Linear Regression,60,6.3,175
ILP,Linear Regression,60,1.03,246
INDU,Linear Regression,60,25.91,246
INIL,Linear Regression,60,3.33,246
ISL,Linear Regression,60,1.51,246
JDWS,Linear Regression,60,18.51,211
JVDC,Linear Regression,60,0.99,222
KAPCO,Linear Regression,60,0.38,246
KEL,Linear Regression,60,0.12,246
KOHC,Linear Regression,60,6.5,246
KTML,Linear Regression,60,3.47,220
LCI,Linear Regression,60,17.67,245
LOTCHEM,Linear Regression,60,0.28,246
LUCK,Linear Regression,60,14.52,246
MARI,Linear Regression,60,32.38,246
MCB,Linear Regression,60,3.22,246
MEBL,Linear Regression,60,2.97,246
MEHT,Linear Regression,60,26.01,137
MLCF,Linear Regression,60,0.81,246
MTL,Linear Regression,60,8.43,246
MUREB,Linear Regression,60,9.34,246
NATF,Linear Regression,60,2.86,246
NBP,Linear Regression,60,1.15,246
NESTLE,Linear Regression,60,114.09,212
NETSOL,Linear Regression,60,2.63,246
NML,Linear Regression,60,1.44,246
OGDC,Linear Regression,60,2.74,246
PABC,Linear Regression,60,1.72,246
PAEL,Linear Regression,60,0.64,246
PAKT,Linear Regression,60,24.86,221
PGLC,Linear Regression,60,0.5,224
PIBTL,Linear Regression,60,0.16,246
PIOC,Linear Regression,60,3.82,246
PKGS,Linear Regression,60,9.21,245
POL,Linear Regression,60,5.86,246
POWER,Linear Regression,60,0.17,246
PPL,Linear Regression,60,2.44,246
PSEL,Linear Regression,60,39.63,200
PSO,Linear Regression,60,4.74,246
PSX,Linear Regression,60,0.42,246
PTC,Linear Regression,60,0.43,246
RMPL,Linear Regression,60,144.36,212
SAZEW,Linear Regression,60,19.39,246
SCBPL,Linear Regression,60,1.1,246
SEARL,Linear Regression,60,1.73,246
SHFA,Linear Regression,60,6.95,236
SNGP,Linear Regression,60,1.52,246
SRVI,Linear Regression,60,26.56,246
SSGC,Linear Regression,60,0.6,246
SSOM,Linear Regression,60,2.9,167
SYS,Linear Regression,60,7.7,246
TGL,Linear Regression,60,2.39,246
THALL,Linear Regression,60,10.2,239
TRG,Linear Regression,60,1.22,246
UBL,Linear Regression,60,3.83,246
UNITY,Linear Regression,60,0.43,246
UPFL,Linear Regression,60,549.83,207
YOUW,Linear Regression,60,0.13,246
ABL,Random Forest,60,2.65,241
ABOT,Random Forest,60,23.53,244
AGP,Random Forest,60,3.54,246
AHCL,Random Forest,60,1.68,245
AICL,Random Forest,60,0.91,245
AIRLINK,Random Forest,60,3.98,246
AKBL,Random Forest,60,0.89,246
APL,Random Forest,60,9.47,246
ATLH,Random Forest,60,14.32,238
ATRL,Random Forest,60,15.16,246
BAFL,Random Forest,60,1.66,246
BAHL,Random Forest,60,3.03,246
BNWM,Random Forest,60,1.12,222
BOP,Random Forest,60,0.25,246
BWCL,Random Forest,60,8.99,245
CHCC,Random Forest,60,5.26,246
CNERGY,Random Forest,60,0.19,246
COLG,Random Forest,60,28.08,246
CPHL,Random Forest,60,1.43,246
DGKC,Random Forest,60,2.49,246
EFERT,Random Forest,60,4.21,246
ENGROH,Random Forest,60,4.66,246
FABL,Random Forest,60,1.21,246
FATIMA,Random Forest,60,1.72,246
FCCL,Random Forest,60,0.77,246
FFC,Random Forest,60,6.47,246
FFL,Random Forest,60,0.32,246
GADT,Random Forest,60,5.96,210
GAL,Random Forest,60,9.43,246
GHGL,Random Forest,60,0.54,246
GHNI,Random Forest,60,12.8,246
GLAXO,Random Forest,60,7.94,246
HALEON,Random Forest,60,16.19,245
HBL,Random Forest,60,2.33,246
HCAR,Random Forest,60,7.25,246
HINOON,Random Forest,60,17.11,246
HMB,Random Forest,60,2.11,245
HUBC,Random Forest,60,4.18,246
HUMNL,Random Forest,60,0.39,246
IBFL,Random Forest,60,10.53,175
ILP,Random Forest,60,1.71,246
INDU,Random Forest,60,42.81,246
INIL,Random Forest,60,4.86,246
ISL,Random Forest,60,2.11,246
JDWS,Random Forest,60,24.86,211
JVDC,Random Forest,60,1.46,222
KAPCO,Random Forest,60,0.62,246
KEL,Random Forest,60,0.2,246
KOHC,Random Forest,60,7.42,246
KTML,Random Forest,60,4.85,220
LCI,Random Forest,60,24.56,245
LOTCHEM,Random Forest,60,0.42,246
LUCK,Random Forest,60,20.34,246
MARI,Random Forest,60,69.19,246
MCB,Random Forest,60,5.42,246
MEBL,Random Forest,60,6.52,246
MEHT,Random Forest,60,40.59,137
MLCF,Random Forest,60,0.94,246
MTL,Random Forest,60,12.34,246
MUREB,Random Forest,60,10.83,246
NATF,Random Forest,60,3.95,246
NBP,Random Forest,60,1.99,246
NESTLE,Random Forest,60,152.28,212
NETSOL,Random Forest,60,3.68,246
NML,Random Forest,60,1.88,246
OGDC,Random Forest,60,4.79,246
PABC,Random Forest,60,2.42,246
PAEL,Random Forest,60,1.24,246
PAKT,Random Forest,60,40.69,221
PGLC,Random Forest,60,0.63,224
PIBTL,Random Forest,60,0.27,246
PIOC,Random Forest,60,4.53,246
PKGS,Random Forest,60,13.61,245
POL,Random Forest,60,8.8,246
POWER,Random Forest,60,0.23,246
PPL,Random Forest,60,4.81,246
PSEL,Random Forest,60,48.34,200
PSO,Random Forest,60,6.35,246
PSX,Random Forest,60,0.56,246
PTC,Random Forest,60,0.73,246
RMPL,Random Forest,60,191.97,212
SAZEW,Random Forest,60,28.32,246
SCBPL,Random Forest,60,3.25,246
SEARL,Random Forest,60,2.84,246
SHFA,Random Forest,60,9.41,236
SNGP,Random Forest,60,2.2,246
SRVI,Random Forest,60,60.65,246
SSGC,Random Forest,60,0.78,246
SSOM,Random Forest,60,4.43,167
SYS,Random Forest,60,12.38,246
TGL,Random Forest,60,3.48,246
THALL,Random Forest,60,15.35,239
TRG,Random Forest,60,1.75,246
UBL,Random Forest,60,5.66,246
UNITY,Random Forest,60,1.14,246
UPFL,Random Forest,60,720.77,207
YOUW,Random Forest,60,0.16,246
ABL,XGBoost,60,2.74,241
ABOT,XGBoost,60,24.61,244
AGP,XGBoost,60,2.83,246
AHCL,XGBoost,60,1.95,245
AICL,XGBoost,60,1.02,245
AIRLINK,XGBoost,60,4.95,246
AKBL,XGBoost,60,1.06,246
APL,XGBoost,60,8.06,246
ATLH,XGBoost,60,15.35,238
ATRL,XGBoost,60,13.75,246
BAFL,XGBoost,60,1.43,246
BAHL,XGBoost,60,2.59,246
BNWM,XGBoost,60,1.18,222
BOP,XGBoost,60,0.25,246
BWCL,XGBoost,60,6.39,245
CHCC,XGBoost,60,5.25,246
CNERGY,XGBoost,60,0.15,246
COLG,XGBoost,60,27.0,246
CPHL,XGBoost,60,1.44,246
DGKC,XGBoost,60,2.41,246
EFERT,XGBoost,60,4.03,246
ENGROH,XGBoost,60,3.88,246
FABL,XGBoost,60,1.28,246
FATIMA,XGBoost,60,1.52,246
FCCL,XGBoost,60,0.9,246
FFC,XGBoost,60,6.55,246
FFL,XGBoost,60,0.3,246
GADT,XGBoost,60,5.99,210
GAL,XGBoost,60,10.42,246
GHGL,XGBoost,60,0.5,246
GHNI,XGBoost,60,14.14,246
GLAXO,XGBoost,60,6.14,246
HALEON,XGBoost,60,17.64,245
HBL,XGBoost,60,2.71,246
HCAR,XGBoost,60,7.75,246
HINOON,XGBoost,60,14.7,246
HMB,XGBoost,60,1.73,245
HUBC,XGBoost,60,3.57,246
HUMNL,XGBoost,60,0.41,246
IBFL,XGBoost,60,14.26,175
ILP,XGBoost,60,1.56,246
INDU,XGBoost,60,36.22,246
INIL,XGBoost,60,4.1,246
ISL,XGBoost,60,2.11,246
JDWS,XGBoost,60,22.86,211
JVDC,XGBoost,60,1.61,222
KAPCO,XGBoost,60,0.76,246
KEL,XGBoost,60,0.16,246
KOHC,XGBoost,60,8.3,246
KTML,XGBoost,60,4.43,220
LCI,XGBoost,60,20.73,245
LOTCHEM,XGBoost,60,0.47,246
LUCK,XGBoost,60,20.32,246
MARI,XGBoost,60,51.9,246
MCB,XGBoost,60,4.11,246
MEBL,XGBoost,60,5.01,246
MEHT,XGBoost,60,33.63,137
MLCF,XGBoost,60,0.95,246
MTL,XGBoost,60,9.93,246
MUREB,XGBoost,60,11.42,246
NATF,XGBoost,60,3.73,246
NBP,XGBoost,60,1.67,246
NESTLE,XGBoost,60,152.5,212
NETSOL,XGBoost,60,3.31,246
NML,XGBoost,60,1.67,246
OGDC,XGBoost,60,3.89,246
PABC,XGBoost,60,2.34,246
PAEL,XGBoost,60,1.12,246
PAKT,XGBoost,60,33.26,221
PGLC,XGBoost,60,0.65,224
PIBTL,XGBoost,60,0.21,246
PIOC,XGBoost,60,4.45,246
PKGS,XGBoost,60,11.79,245
POL,XGBoost,60,9.06,246
POWER,XGBoost,60,0.2,246
PPL,XGBoost,60,3.35,246
PSEL,XGBoost,60,44.78,200
PSO,XGBoost,60,5.51,246
PSX,XGBoost,60,0.6,246
PTC,XGBoost,60,0.66,246
RMPL,XGBoost,60,199.9,212
SAZEW,XGBoost,60,47.78,246
SCBPL,XGBoost,60,1.83,246
SEARL,XGBoost,60,2.48,246
SHFA,XGBoost,60,8.41,236
SNGP,XGBoost,60,2.27,246
SRVI,XGBoost,60,40.64,246
SSGC,XGBoost,60,0.84,246
SSOM,XGBoost,60,4.88,167
SYS,XGBoost,60,10.75,246
TGL,XGBoost,60,2.94,246
THALL,XGBoost,60,13.78,239
TRG,XGBoost,60,2.02,246
UBL,XGBoost,60,6.51,246
UNITY,XGBoost,60,0.92,246
UPFL,XGBoost,60,800.52,207
YOUW,XGBoost,60,0.21,246
ABL,LSTM,60,3.87,211
ABOT,LSTM,60,33.99,214
AGP,LSTM,60,5.13,216
AHCL,LSTM,60,4.19,215
AICL,LSTM,60,1.57,215
AIRLINK,LSTM,60,10.3,216
AKBL,LSTM,60,2.92,216
APL,LSTM,60,12.59,216
ATLH,LSTM,60,17.95,208
ATRL,LSTM,60,17.01,216
BAFL,LSTM,60,3.24,216
BAHL,LSTM,60,5.39,216
BNWM,LSTM,60,3.9,192
BOP,LSTM,60,0.42,216
BWCL,LSTM,60,6.41,215
CHCC,LSTM,60,5.79,216
CNERGY,LSTM,60,0.42,216
COLG,LSTM,60,63.13,216
CPHL,LSTM,60,1.99,216
DGKC,LSTM,60,4.6,216
EFERT,LSTM,60,6.0,216
ENGROH,LSTM,60,8.99,216
FABL,LSTM,60,2.0,216
FATIMA,LSTM,60,2.4,216
FCCL,LSTM,60,1.54,216
FFC,LSTM,60,7.29,216
FFL,LSTM,60,0.57,216
GADT,LSTM,60,8.15,180
GAL,LSTM,60,39.42,216
GHGL,LSTM,60,0.98,216
GHNI,LSTM,60,37.07,216
GLAXO,LSTM,60,10.43,216
HALEON,LSTM,60,21.91,215
HBL,LSTM,60,8.76,216
HCAR,LSTM,60,21.87,216
HINOON,LSTM,60,26.23,216
HMB,LSTM,60,3.5,215
HUBC,LSTM,60,9.32,216
HUMNL,LSTM,60,0.79,216
IBFL,LSTM,60,29.53,145
ILP,LSTM,60,3.66,216
INDU,LSTM,60,36.54,216
